prefix,sum
111 ГЛОВО г.Алматы, ул.Серкебаева, 31,14414605
112 PRO OIL SERVICE ИП г. Талгар, с. Кендала, ул. Смыкова д.118 (LUKOIL),165984
113-Wolt Services Kazakhstan, Горный Гигант, ул. Жукова, д. 120,3503674
113-Wolt Services Kazakhstan, ул. Абиша Кекилбайулы, д 270а,3082398
113-Wolt Services Kazakhstan, ул. Муканова, д. 241,3678634
114-QazMarketPro г.Тараз, р-н Аулиеата, улица Толе би, участок 417,922070
115- Даркстор, г.Аламы, ул.Байзакова д.263, н.п.562,824965
115- Даркстор, г.Алматы, 5-й мкр, дом 21 Б,684555
115- Даркстор, г.Алматы, мкр.Жетысу, д.1Б,699679
115- Даркстор, г.Алматы, мкр.Мирас, д.128/1, н.п.,573100
115- Даркстор, г.Алматы, пр.Абылай хана 92/87,740043
115- Даркстор, г.Алматы, ул. Кабанбай батыра, д.109,826666
115- Даркстор, г.Алматы, ул.Ходжанова дом 76, н.п.,646892
115-Даркстор г.Алматы,ул.Радостовца дом 179, н.п.2,929943
115-Даркстор, г.Алматы, Курмангазы 195/92,748569
115-Даркстор, г.Алматы, мкр.Таугуль-1, д.59, 1 этаж,762574
115-Даркстор, г.Алматы,Меркур Тауэрс, мкр.Самал-3, 25,920290
115-Даркстор, г.Алматы,Сатпаева, дом №30/8, БЦ Тенгиз Тауэрс,1000822
115-Даркстор, г.Алматы,ул. Толе би 297Е, н.п.10,263810
117-А-Групп Холдинг ТОО ул.Щепеткова 189,71580
118-Ырысы Ак Казакстан,58755
119-Noa Coffee  ИП, ул.Жандосова 1,282086
121-ТОО "Shagyn sauda 3" АГЗС №26 г. Шымкент, пр-т Кунаева 65/1,61256
122- ЧЛ Торговый представитель,68386
123- ИП Дара/ г. Алматы, Бостандыкский район, ул.Кожабекова 17 нп 1,38206
127-TREND ENERGY г. Алматы, мкр Саялы ул. Аккайнар д.1/18, АЗС №31 Саялы,79023
2-Базилик 2 (Желтоксан),12338594
2-Базилик 2 (Желтоксан): 2-Склад ГП с ФудЗавода,193810
7-Kaspi Банк (Склад ГП): Склад ГП КБ,165889385
70-ТОО Туар (Шинлайн),1139660
81-NANDU,50000
85-ДФЗ (дистрибьютор),859091456
86-Crave Cafe (Жетысу-4,2а): СН Склад ГП с Фудзавода,17119788
9-Базилик 5 (Аксай),21564910
90- Аль-Фараби 103 н.п.407 (Примавера),3394225
90-АЛЬ-ФАРАБИ 17/1 к 5б (Нурлы Тау 5Б),7053588
90-Аксай 4 д119 н.п.252 (магазин Опера),1840475
90-Алматы,пр.Абая150/230,пом,883,блок №6 (Гаухартас),6014
90-Аль-Фараби 19 нп 515,1784357
90-Аль-Фараби 27/1 (Магазин №92),1595882
90-Аль-Фараби 27/3, нп 700 (№83 Аль-Фараби 27),3980686
90-Аль-Фараби 41/7, нп 1102 (№85 Метрополь),3624961
90-Аль-Фараби 69 Б,14177896
90-Аль-Фараби 7, пом. ВП 3-1-5А в БЦ Нурлы Тау,4455456
90-Аль-Фараби ул.Ондасынова ,28/3 Юбилейный  7, пом. ВП 3-1-5А в БЦ Нурлы Тау,6704161
90-Аль-Фараби,д. 15/1 маг. 91,5249241
90-Аль-фараби 111а н.п.298 (Актолкын),4970624
90-Астана, ул. Бухар Жырау, 20б ЖК Хайвил Парк 2 207,126471
90-Астана, ул. Кабанбай Батыра 2/1, ЖК Северная Корона 201,126471
90-Астана, ул. Кошкарбаева 8 Хайвил  246,332574
90-Астана, ул. Мангелик ел, 57а Нацбанк 244,348831
90-Астана, ул.А. Байтурсынова 5 , ЖК Хайвил блок D 247,126471
90-Бостандыкский, пр.Аль-Фараби, д.15/1 (Орион 3),451116
90-Гагарина 124 н.п 760 (дом на Абая),3866011
90-Гагарина 277/7 (магазин Seven Hills),3027908
90-Гагарина 310 корп 4 н.п.250 (Комфорт сити 4),1691405
90-Гагарина 310 корп.8 н.п.220 (Комфорт сити 8),1634515
90-Егизбаева 5 корпус 3 н.п.66 (ЖК ALA Park),52241
90-Едiл Ергожин дом 9 н.п. 2б (Ходжанова HP),131701
90-ЖК Мега Тауэрс Кекилбаева 270 н.п. 523,2870765
90-Жазылбека 20 н.п.124 (магазин Каргалы),3829709
90-Жарокова 219 (маг.30),1123898
90-Жибек жолы 135, литер А40-А40а,3202964
90-Керемет 7, пом. 444,5950710
90-Куанышбаева мкр-н 2, дом 28А, часть 1,3162610
90-Курмангазы-Радостовца 178/82 маг (Green House),4155093
90-ММ АЛЬ-ФАРАБИ 21/6 ММ 79,2386451
90-Масанчи 88/99 (Масанчи HP),2081985
90-Масанчи 95( Керемет),1386144
90-Масанчи 98 Б н.п.43 ( КУАТна Абая-Масанчи),1880031
90-Мауленова 112/88 (Мауленова HP),8272001
90-Мирас д157,блок 3 ч/лит Е1отм -3,9 (Солнечная Долина),3247420
90-Навои 210 корпус 1 н.п.123 (Навои),3005187
90-Навои 7 н.п.375 (Авоська),2719477
90-Назарбаева 248, пом. 8,9,10 в БЦ Сарканд,3185633
90-Назарбаева 270а (магазин Горный Гигант),2293444
90-Омаровой 25 пом 41а ( маг.Европолис),2050575
90-Орион Альфараби 9 блок 4 г н.п.202,1992293
90-Панфилова 80 н.п.2,1394675
90-Райымбека 165 (Райымбека НР),1911747
90-Райымбека 210/ 12 корпус 5 н.п.141 ЖК Ауэзов Сити,1258883
90-Райымбека 210/ 5 н.п.285 (Ауэзов Сити 2),2040637
90-Райымбека 210/ 6 н.п.268 (Ауэзов Сити 3),1082438
90-Райымбека 210/3 блок 12 (Ауэзов Сити 4),745805
90-Розыбакиева 197/1 н.п.273 Эстет,1860780
90-Розыбакиева 63/5 (Бокс Парк),383739
90-Розыбакиева, 217Б блок 15 (Эстет 4),3019013
90-Розыбакиева, д 217А, н.п.306 (Эстет 3) магаз.№86,2746731
90-Сатпаева 90/73н.п.135 (Акварель 2),5188063
90-Тажибаева 218 (Эстет 2),107204
90-Таттимбета 9 Б ( Коктобе),4973502
90-Театральный Жамбыла д. 48,2500862
90-Утепова  31 блок 10 нп.3515  ЖК Рамс Сити,1690218
90-Утепова  31 блок 4 пом ЖК Рамс Сити,1437220
90-Шевченко 97 (Шевченко НР) магазин 65,81414
90-Шевченко 97/Масанчи 71 (Буфет НР) магазин 67,580491
90-мкр-н Коктем-3, дом 17,8960350
90-мкрн САМАЛ 3, 15к1,2722671
90-пр-т Абылай хана д,3А,1048050
90-пр. Сейфуллина, д. 498, н.п. 24А,3215230
90-ул. Желтоксан 175, маг. 93 Казрадио,116350
90-ул.Сатпаева 90/ 67  нп 67 (магазин "Акварель"),1185044
95-ТОО Фуд Пикассо (дистрибьютор),1084
96-ТОО DSF (дистрибьютор),106096124
97-ИП Ник и Ко (Кейтеринг),7324462
98-O-live: Склад O-live,56821435
99-RP АЗС 1,870852
99-RP АЗС 10,4081192
99-RP АЗС 12,237094
99-RP АЗС 13,528464
99-RP АЗС 15,539700
99-RP АЗС 17,717380
99-RP АЗС 18,4317366
99-RP АЗС 201,17977381
99-RP АЗС 202,9700198
99-RP АЗС 203,6091392
99-RP АЗС 204,11841190
99-RP АЗС 205,3773158
99-RP АЗС 206,5369058
99-RP АЗС 207,3687500
99-RP АЗС 21,1624902
99-RP АЗС 22,480362
99-RP АЗС 23,729910
99-RP АЗС 26,5359250
99-RP АЗС 27,406635
99-RP АЗС 28,1129170
99-RP АЗС 29,3374187
99-RP АЗС 30,807484
99-RP АЗС 301,3698420
99-RP АЗС 302,5005036
99-RP АЗС 303,6332896
99-RP АЗС 304,1210374
99-RP АЗС 305,5655272
99-RP АЗС 306,8140279
99-RP АЗС 307,981396
99-RP АЗС 308,1240522
99-RP АЗС 309,2716306
99-RP АЗС 31,339112
99-RP АЗС 32,1400705
99-RP АЗС 33,694068
99-RP АЗС 34,509974
99-RP АЗС 36,351410
99-RP АЗС 37,543278
99-RP АЗС 38,3124210
99-RP АЗС 39,846574
99-RP АЗС 4,1710453
99-RP АЗС 42,2210117
99-RP АЗС 44,1318168
99-RP АЗС 45,2435134
99-RP АЗС 46,5902752
99-RP АЗС 47,1822106
99-RP АЗС 48,1245982
99-RP АЗС 5,1348793
99-RP АЗС 50,770808
99-RP АЗС 51,3937378
99-RP АЗС 52,2102264
99-RP АЗС 53,1360730
99-RP АЗС 54,1225126
99-RP АЗС 55,514866
99-RP АЗС 57,2424132
99-RP АЗС 58,962662
99-RP АЗС 59,385648
99-RP АЗС 6,591486
99-RP АЗС 60,635220
99-RP АЗС 61,893788
99-RP АЗС 62,1899976
99-RP АЗС 63,1200742
99-RP АЗС 64,37440
99-RP АЗС 65,4254207
99-RP АЗС 66,615746
99-RP АЗС 67,4675862
99-RP АЗС 68,892350
99-RP АЗС 69,4137370
99-RP АЗС 7,4829776
99-RP АЗС 70,833396
99-RP АЗС 71,801984
99-RP АЗС 72,6933629
99-RP АЗС 73,3330843
99-RP АЗС 74,3999962
99-RP АЗС 75,234138
99-RP АЗС 9,2115627
CristalFries ТОО,901821
EYWA TERRACE ТОО,226860
Витамин+ ТОО,5000
Илпра Рус 153190евро-2ой трейсилер,30500
Иналка Фуд Сервис ТОО,633980
Ти Ирина,95032
